log_id,timestamp,client_ip,http_method,url,response_code,user_agent
311,2025-09-05 09:04:00,99.217.160.165,POST,/api/data,200,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.8.5 (KHTML, like Gecko) Version/4.0.4 Safari/535.8.5"
312,2025-09-02 05:46:00,166.189.32.184,GET,/,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; lt-LT) AppleWebKit/532.10.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.10.7"
313,2025-09-01 01:26:00,217.21.84.4,GET,/dashboard,404,Opera/9.60.(Windows NT 4.0; raj-IN) Presto/2.9.183 Version/10.00
314,2025-09-06 16:16:00,129.234.151.221,GET,/dashboard,200,"Mozilla/5.0 (Windows 95) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.890.0 Safari/535.1"
315,2025-09-06 20:14:00,219.216.72.19,PUT,/admin,500,Opera/8.64.(X11; Linux x86_64; zu-ZA) Presto/2.9.190 Version/10.00
316,2025-09-05 03:22:00,74.227.155.135,PUT,/dashboard,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1)
317,2025-09-07 16:18:00,162.156.27.126,POST,/api/data,200,Opera/9.57.(X11; Linux x86_64; hne-IN) Presto/2.9.163 Version/10.00
318,2025-09-01 14:28:00,143.237.82.216,GET,/search,200,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.27.4 (KHTML, like Gecko) Version/5.1 Safari/533.27.4"
319,2025-09-04 12:50:00,219.3.232.100,POST,/,200,Opera/9.28.(X11; Linux i686; wo-SN) Presto/2.9.163 Version/12.00
320,2025-09-03 00:47:00,102.75.251.52,GET,/admin,200,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.48.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.48.6"
321,2025-09-01 07:52:00,203.74.158.122,POST,/search,401,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ia-FR) AppleWebKit/535.2.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.2.2"
322,2025-09-02 23:58:00,70.224.84.75,GET,/,401,Opera/8.60.(X11; Linux i686; ts-ZA) Presto/2.9.167 Version/11.00
323,2025-09-07 06:59:00,157.152.210.225,GET,/search,200,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/4.0.4 Safari/533.21.1"
324,2025-09-07 17:52:00,12.158.143.14,POST,/api/data,500,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0)
325,2025-09-02 03:48:00,155.189.134.60,POST,/dashboard,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; zu-ZA) AppleWebKit/532.25.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.25.3"
326,2025-09-06 12:05:00,105.35.214.115,GET,/search,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0)
327,2025-09-01 23:09:00,43.143.120.165,PUT,/dashboard,500,"Mozilla/5.0 (Windows CE) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/16.0.878.0 Safari/532.2"
328,2025-09-02 00:53:00,200.250.66.147,POST,/admin,500,Opera/9.34.(Windows NT 6.2; mk-MK) Presto/2.9.164 Version/12.00
329,2025-09-02 18:40:00,193.85.56.172,GET,/search,401,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/15.1f5201.0 Mobile/18T490 Safari/535.2"
330,2025-09-05 22:04:00,74.13.110.164,PUT,/admin,200,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/531.26.2 (KHTML, like Gecko) Version/5.0 Safari/531.26.2"
331,2025-09-05 07:21:00,89.203.49.81,GET,/login,401,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-02-06 01:59:00 Firefox/14.0
332,2025-09-02 12:31:00,120.70.243.216,POST,/,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_2 rv:2.0; bn-BD) AppleWebKit/535.25.6 (KHTML, like Gecko) Version/5.1 Safari/535.25.6"
333,2025-09-04 13:41:00,59.76.49.239,POST,/api/data,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; wo-SN) AppleWebKit/532.45.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.45.4"
334,2025-09-02 08:30:00,77.219.40.219,POST,/search,404,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1)
335,2025-09-07 11:44:00,193.72.50.22,POST,/dashboard,401,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2016-05-30 14:12:44 Firefox/15.0
336,2025-09-03 21:53:00,154.68.204.15,GET,/api/data,401,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_5; rv:1.9.5.20) Gecko/2020-05-12 11:09:58 Firefox/3.6.17
337,2025-09-06 03:37:00,114.176.207.189,PUT,/api/data,200,Opera/9.88.(X11; Linux x86_64; iu-CA) Presto/2.9.170 Version/12.00
338,2025-09-03 19:52:00,157.87.165.144,POST,/dashboard,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.0)
339,2025-09-04 01:09:00,40.103.70.169,PUT,/api/data,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0)
340,2025-09-04 22:52:00,204.73.156.195,PUT,/,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0 rv:2.0; eo-US) AppleWebKit/531.41.3 (KHTML, like Gecko) Version/5.0 Safari/531.41.3"
341,2025-09-03 18:04:00,212.43.208.235,PUT,/api/data,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; nds-NL) AppleWebKit/535.22.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.22.4"
342,2025-09-05 19:19:00,195.71.111.207,POST,/login,401,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0)
343,2025-09-03 18:38:00,220.49.36.23,GET,/search,404,"Mozilla/5.0 (Linux; Android 2.2.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/63.0.896.0 Safari/531.1"
344,2025-09-04 13:30:00,209.70.205.49,POST,/api/data,500,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.3.20) Gecko/2017-11-22 14:53:17 Firefox/3.8
345,2025-09-01 13:31:00,192.84.109.15,POST,/login,200,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/29.0.841.0 Safari/533.2"
346,2025-09-05 03:08:00,123.9.48.168,POST,/api/data,200,Opera/8.14.(Windows NT 6.2; tcy-IN) Presto/2.9.176 Version/10.00
347,2025-09-01 04:32:00,31.198.147.90,GET,/dashboard,200,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.14.4 (KHTML, like Gecko) Version/4.0 Safari/535.14.4"
348,2025-09-02 02:39:00,220.233.196.67,PUT,/dashboard,200,Opera/9.81.(Windows NT 6.0; az-AZ) Presto/2.9.173 Version/10.00
349,2025-09-03 18:28:00,175.221.143.35,POST,/login,404,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2022-06-26 20:34:17 Firefox/3.6.3
350,2025-09-01 08:48:00,132.247.23.189,POST,/login,401,Opera/9.52.(Windows NT 4.0; pt-PT) Presto/2.9.189 Version/10.00
351,2025-09-04 23:47:00,221.218.64.83,POST,/admin,200,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2025-06-27 03:39:26 Firefox/6.0
352,2025-09-07 05:12:00,163.61.51.181,GET,/dashboard,200,Opera/9.69.(X11; Linux i686; pl-PL) Presto/2.9.189 Version/10.00
353,2025-09-05 16:57:00,191.106.127.65,POST,/search,404,Opera/8.15.(Windows 98; Win 9x 4.90; am-ET) Presto/2.9.174 Version/11.00
354,2025-09-06 06:10:00,190.148.78.237,GET,/admin,401,Opera/8.66.(Windows NT 5.1; ve-ZA) Presto/2.9.169 Version/12.00
355,2025-09-03 13:57:00,103.119.124.37,POST,/api/data,401,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/46.0.830.0 Safari/536.2"
356,2025-09-04 23:47:00,216.228.82.245,PUT,/login,404,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/18.9c7802.0 Mobile/36T714 Safari/533.1"
357,2025-09-05 23:24:00,202.23.184.175,PUT,/,401,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; it-CH) AppleWebKit/533.13.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.13.4"
358,2025-09-06 20:55:00,110.3.57.36,PUT,/admin,404,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1)
359,2025-09-02 16:53:00,133.10.34.31,GET,/dashboard,404,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0)
360,2025-09-07 03:57:00,195.69.207.29,GET,/api/data,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/37.0.826.0 Safari/536.1"
361,2025-09-04 10:34:00,202.94.48.133,PUT,/api/data,401,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1)
362,2025-09-03 02:15:00,200.223.47.3,GET,/search,200,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/26.0.895.0 Mobile/56P678 Safari/531.1"
363,2025-09-06 08:22:00,196.87.99.33,GET,/api/data,404,Mozilla/5.0 (Windows NT 5.2; he-IL; rv:1.9.2.20) Gecko/2022-12-18 20:50:46 Firefox/3.6.11
364,2025-09-05 04:55:00,211.142.68.226,POST,/,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; tr-CY) AppleWebKit/535.31.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.31.7"
365,2025-09-05 09:13:00,220.73.194.115,GET,/,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/54.0.853.0 Mobile/72B117 Safari/536.2"
366,2025-09-07 02:31:00,1.131.14.248,PUT,/login,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.0)
367,2025-09-01 07:14:00,182.14.81.52,POST,/login,200,"Mozilla/5.0 (Linux; Android 2.3.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/38.0.811.0 Safari/531.2"
368,2025-09-03 22:40:00,212.80.230.99,PUT,/admin,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1)
369,2025-09-06 03:35:00,182.107.224.17,POST,/admin,401,Mozilla/5.0 (Windows NT 5.1; kk-KZ; rv:1.9.0.20) Gecko/2020-09-11 15:08:08 Firefox/3.6.6
370,2025-09-06 22:41:00,130.220.161.72,PUT,/admin,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1)
371,2025-09-07 18:49:00,23.82.153.85,PUT,/admin,404,Opera/9.77.(X11; Linux i686; ta-LK) Presto/2.9.179 Version/12.00
372,2025-09-06 02:01:00,113.158.14.127,GET,/admin,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; yi-US) AppleWebKit/533.3.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.3.6"
373,2025-09-02 13:08:00,181.168.223.112,POST,/api/data,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1)
374,2025-09-01 02:45:00,6.59.0.21,PUT,/login,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; az-AZ) AppleWebKit/534.44.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.44.4"
375,2025-09-01 14:41:00,194.92.146.68,GET,/login,401,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.7.1 (KHTML, like Gecko) Version/5.0 Safari/532.7.1"
376,2025-09-04 05:31:00,196.75.122.115,POST,/,404,Mozilla/5.0 (Android 4.1.1; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0
377,2025-09-07 05:38:00,172.101.64.44,GET,/dashboard,200,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.36.4 (KHTML, like Gecko) Version/4.0 Safari/535.36.4"
378,2025-09-07 14:52:00,161.53.245.73,POST,/,404,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1)
379,2025-09-01 07:53:00,100.130.29.51,PUT,/dashboard,500,Opera/9.43.(Windows 95; ne-NP) Presto/2.9.166 Version/10.00
380,2025-09-04 10:39:00,140.190.170.198,POST,/dashboard,200,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/33.0.872.0 Safari/534.0"
381,2025-09-03 01:53:00,170.47.252.161,POST,/api/data,200,Mozilla/5.0 (Windows CE; fo-FO; rv:1.9.2.20) Gecko/2020-04-12 23:08:12 Firefox/3.6.5
382,2025-09-03 01:39:00,199.30.213.47,PUT,/login,404,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1)
383,2025-09-06 14:17:00,215.219.26.139,POST,/dashboard,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9 rv:2.0; mag-IN) AppleWebKit/533.21.4 (KHTML, like Gecko) Version/4.0.4 Safari/533.21.4"
384,2025-09-07 09:21:00,137.104.195.229,PUT,/login,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.1)
385,2025-09-05 21:23:00,137.52.51.25,POST,/dashboard,401,Opera/9.23.(Windows NT 4.0; lzh-TW) Presto/2.9.187 Version/11.00
386,2025-09-07 01:38:00,97.116.181.247,PUT,/,200,Opera/8.76.(X11; Linux x86_64; sq-AL) Presto/2.9.183 Version/10.00
387,2025-09-03 02:50:00,94.7.95.46,POST,/search,500,Opera/9.50.(Windows NT 6.0; hi-IN) Presto/2.9.163 Version/12.00
388,2025-09-01 20:40:00,215.200.132.17,POST,/admin,200,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/13.0.887.0 Safari/535.0"
389,2025-09-04 09:42:00,56.7.188.218,GET,/,404,Mozilla/5.0 (Android 4.2.1; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0
390,2025-09-04 19:03:00,200.250.179.176,PUT,/dashboard,404,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0)
391,2025-09-02 09:37:00,106.120.44.221,POST,/api/data,500,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.1)
392,2025-09-04 03:23:00,165.102.186.4,POST,/dashboard,401,Mozilla/5.0 (Android 4.1; Mobile; rv:61.0) Gecko/61.0 Firefox/61.0
393,2025-09-01 20:14:00,69.244.107.244,GET,/dashboard,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4 rv:3.0; pl-PL) AppleWebKit/533.1.4 (KHTML, like Gecko) Version/5.0 Safari/533.1.4"
394,2025-09-07 18:09:00,129.30.82.125,POST,/dashboard,404,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2010-03-03 22:41:12 Firefox/3.8
395,2025-09-05 19:06:00,167.122.22.234,PUT,/,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0)
396,2025-09-06 20:51:00,220.101.87.91,POST,/admin,404,Mozilla/5.0 (Windows NT 5.2; et-EE; rv:1.9.1.20) Gecko/2022-03-12 16:25:40 Firefox/10.0
397,2025-09-04 02:23:00,221.10.38.130,PUT,/search,401,Opera/9.66.(X11; Linux i686; pap-CW) Presto/2.9.184 Version/10.00
398,2025-09-03 02:37:00,199.98.124.65,POST,/dashboard,200,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/28.0.821.0 Safari/533.2"
399,2025-09-04 13:16:00,199.119.36.86,GET,/api/data,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7; rv:1.9.3.20) Gecko/2018-01-02 08:36:31 Firefox/3.8
400,2025-09-03 21:01:00,185.22.10.82,POST,/login,200,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/13.3w9179.0 Mobile/59P363 Safari/536.2"
401,2025-09-06 11:28:00,135.84.139.170,POST,/search,401,Opera/8.16.(Windows 98; ms-MY) Presto/2.9.167 Version/11.00
402,2025-09-03 01:46:00,192.184.193.254,GET,/admin,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1)
403,2025-09-05 17:36:00,205.255.56.204,GET,/search,500,Opera/9.31.(Windows NT 10.0; uz-UZ) Presto/2.9.175 Version/11.00
404,2025-09-02 14:55:00,177.236.95.162,POST,/login,404,Opera/9.76.(X11; Linux i686; ig-NG) Presto/2.9.181 Version/10.00
405,2025-09-04 10:52:00,168.119.237.44,POST,/,200,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/51.0.866.0 Safari/531.0"
406,2025-09-05 12:08:00,108.94.230.202,GET,/dashboard,200,Opera/8.66.(X11; Linux i686; se-NO) Presto/2.9.187 Version/12.00
407,2025-09-04 02:51:00,136.172.191.67,POST,/,200,Opera/9.50.(Windows NT 6.0; de-CH) Presto/2.9.190 Version/10.00
408,2025-09-07 13:59:00,169.42.151.74,GET,/,500,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2015-10-01 18:17:20 Firefox/3.8
409,2025-09-02 21:12:00,95.213.5.184,PUT,/,200,Opera/9.81.(Windows NT 5.0; ast-ES) Presto/2.9.181 Version/12.00
410,2025-09-06 22:48:00,73.157.51.116,GET,/dashboard,200,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4; rv:1.9.6.20) Gecko/2019-01-27 11:11:17 Firefox/3.6.20
411,2025-09-04 21:35:00,15.104.160.233,PUT,/,200,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.47.6 (KHTML, like Gecko) Version/4.0 Safari/534.47.6"
412,2025-09-07 05:37:00,216.38.41.180,GET,/search,500,"Mozilla/5.0 (Windows 95) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/44.0.878.0 Safari/533.2"
413,2025-09-05 05:39:00,80.212.114.167,GET,/dashboard,200,Mozilla/5.0 (Windows CE; gez-ER; rv:1.9.1.20) Gecko/2012-11-04 00:01:30 Firefox/3.8
414,2025-09-05 09:15:00,183.219.80.66,PUT,/dashboard,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.0)
415,2025-09-07 06:15:00,179.100.249.200,PUT,/dashboard,404,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; th-TH) AppleWebKit/534.41.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.41.6"
416,2025-09-06 06:56:00,216.24.198.197,GET,/api/data,500,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.896.0 Safari/534.2"
417,2025-09-02 03:50:00,207.86.145.244,GET,/api/data,500,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/42.0.807.0 Mobile/76R049 Safari/536.2"
418,2025-09-03 08:42:00,83.64.255.218,PUT,/search,401,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0)
419,2025-09-02 18:29:00,214.62.210.119,POST,/login,200,Mozilla/5.0 (Android 3.1; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0
420,2025-09-01 17:15:00,211.90.105.203,GET,/admin,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0)
421,2025-09-06 22:06:00,197.87.192.11,GET,/search,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; mi-NZ) AppleWebKit/532.11.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.11.1"
422,2025-09-01 10:56:00,201.88.115.64,PUT,/search,500,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.13.5 (KHTML, like Gecko) Version/4.0.5 Safari/533.13.5"
423,2025-09-04 23:33:00,128.183.44.171,POST,/admin,401,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/14.0.836.0 Safari/532.1"
424,2025-09-03 21:51:00,196.199.10.200,GET,/login,401,Opera/9.23.(Windows NT 10.0; bem-ZM) Presto/2.9.167 Version/12.00
425,2025-09-02 11:31:00,76.247.202.151,POST,/api/data,500,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/42.0.841.0 Safari/535.0"
426,2025-09-04 17:19:00,141.150.40.210,PUT,/login,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0)
427,2025-09-07 09:18:00,215.1.48.5,PUT,/,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1)
428,2025-09-06 23:25:00,64.137.106.89,POST,/api/data,401,Opera/9.58.(Windows NT 5.1; fur-IT) Presto/2.9.165 Version/11.00
429,2025-09-04 21:40:00,45.38.44.88,PUT,/api/data,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0)
430,2025-09-07 11:03:00,212.34.90.241,GET,/login,401,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5; rv:1.9.6.20) Gecko/2022-05-29 07:14:10 Firefox/3.8
431,2025-09-02 07:26:00,194.127.47.65,PUT,/login,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7 rv:4.0; sat-IN) AppleWebKit/534.12.6 (KHTML, like Gecko) Version/4.0 Safari/534.12.6"
432,2025-09-07 14:25:00,133.107.137.44,GET,/search,500,Opera/9.20.(X11; Linux x86_64; ps-AF) Presto/2.9.176 Version/11.00
433,2025-09-02 21:57:00,117.192.146.36,GET,/dashboard,500,Mozilla/5.0 (Android 4.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0
434,2025-09-05 02:26:00,154.99.199.168,POST,/,200,Opera/9.69.(Windows NT 4.0; dv-MV) Presto/2.9.165 Version/11.00
435,2025-09-02 23:02:00,96.131.232.240,PUT,/dashboard,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1)
436,2025-09-03 23:20:00,200.224.111.198,PUT,/search,401,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.38.6 (KHTML, like Gecko) Version/4.0.3 Safari/532.38.6"
437,2025-09-04 00:19:00,202.230.255.80,PUT,/api/data,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0 rv:2.0; gd-GB) AppleWebKit/533.8.3 (KHTML, like Gecko) Version/4.1 Safari/533.8.3"
438,2025-09-05 21:53:00,207.216.192.114,GET,/login,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; rw-RW) AppleWebKit/534.16.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.16.4"
439,2025-09-07 13:21:00,220.198.104.50,POST,/login,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1)
440,2025-09-01 01:02:00,176.0.70.8,GET,/dashboard,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1)
441,2025-09-03 17:46:00,207.0.187.44,GET,/,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/29.0.828.0 Mobile/87R739 Safari/535.1"
442,2025-09-03 05:01:00,118.25.103.235,POST,/login,200,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2024-09-13 03:34:17 Firefox/3.8
443,2025-09-04 18:23:00,114.240.91.44,GET,/search,200,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/13.0.899.0 Mobile/79K247 Safari/533.0"
444,2025-09-01 20:48:00,201.235.206.76,GET,/admin,404,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2010-11-27 08:45:13 Firefox/3.6.1
445,2025-09-05 21:21:00,181.200.126.49,GET,/login,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:6.0; tk-TM) AppleWebKit/534.15.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.15.7"
446,2025-09-05 00:41:00,54.31.60.49,GET,/api/data,200,Opera/8.76.(X11; Linux x86_64; el-GR) Presto/2.9.167 Version/10.00
447,2025-09-06 19:05:00,33.76.7.170,POST,/dashboard,404,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.11.7 (KHTML, like Gecko) Version/5.1 Safari/535.11.7"
448,2025-09-03 20:01:00,171.176.201.158,POST,/login,500,Opera/9.68.(X11; Linux x86_64; wa-BE) Presto/2.9.190 Version/11.00
449,2025-09-05 12:03:00,148.104.56.172,PUT,/search,200,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/37.0.864.0 Mobile/58X130 Safari/531.2"
450,2025-09-07 20:31:00,167.117.28.215,GET,/admin,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0)
451,2025-09-02 03:59:00,163.203.74.162,PUT,/dashboard,200,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/39.0.849.0 Mobile/59L711 Safari/536.1"
452,2025-09-02 06:19:00,91.199.110.80,PUT,/admin,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1)
453,2025-09-03 02:41:00,216.211.221.118,GET,/,200,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2025-06-15 01:18:30 Firefox/3.6.14
454,2025-09-04 20:28:00,52.177.218.32,PUT,/login,401,Mozilla/5.0 (Windows NT 5.01; ti-ET; rv:1.9.0.20) Gecko/2012-06-14 02:11:39 Firefox/3.8
455,2025-09-05 14:20:00,216.80.168.72,POST,/api/data,200,Opera/8.69.(X11; Linux x86_64; wo-SN) Presto/2.9.165 Version/12.00
456,2025-09-07 21:40:00,126.116.100.146,GET,/search,404,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0)
457,2025-09-04 19:35:00,211.203.242.70,POST,/dashboard,200,Opera/8.91.(Windows NT 5.1; bem-ZM) Presto/2.9.185 Version/11.00
458,2025-09-05 20:08:00,170.12.209.154,GET,/,404,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6 rv:3.0; id-ID) AppleWebKit/534.2.3 (KHTML, like Gecko) Version/5.0 Safari/534.2.3"
