log_id,timestamp,username,source_ip,destination_host,status,auth_method
295,2025-09-05 18:26:00,dawndavila,192.168.154.104,db-server-01,SUCCESS,SSH
296,2025-09-02 17:06:00,bryandudley,10.180.203.206,corp-server-01,SUCCESS,PASSWORD
297,2025-09-02 18:01:00,ydiaz,192.168.147.0,corp-server-01,SUCCESS,SSH
298,2025-09-06 09:31:00,bethtaylor,192.168.134.17,db-server-01,SUCCESS,MFA
299,2025-09-07 18:32:00,tammygross,192.168.198.52,corp-server-02,FAILURE,SSH
300,2025-09-05 04:07:00,david50,192.168.111.88,corp-server-01,FAILURE,PASSWORD
301,2025-09-03 03:51:00,heatherlee,10.253.40.192,corp-server-02,SUCCESS,MFA
302,2025-09-04 15:46:00,alejandro32,192.168.232.27,corp-server-02,FAILURE,PASSWORD
303,2025-09-04 04:29:00,xgood,172.22.179.62,corp-server-01,SUCCESS,MFA
304,2025-09-07 21:45:00,leahjohnson,172.21.82.196,vpn-gateway,FAILURE,MFA
305,2025-09-03 11:24:00,christineproctor,172.16.189.43,corp-server-02,SUCCESS,SSH
306,2025-09-04 14:46:00,watkinskevin,10.190.172.182,corp-server-02,SUCCESS,MFA
307,2025-09-06 04:19:00,krystal96,172.31.15.130,vpn-gateway,SUCCESS,MFA
308,2025-09-02 15:08:00,abigail16,10.168.68.223,db-server-01,SUCCESS,SSH
309,2025-09-06 01:02:00,anna77,10.45.214.70,vpn-gateway,FAILURE,MFA
310,2025-09-07 15:35:00,amorgan,10.249.99.197,db-server-01,FAILURE,PASSWORD
311,2025-09-02 16:50:00,dayderek,10.250.98.165,corp-server-02,FAILURE,SSH
312,2025-09-04 01:42:00,johnmoore,10.4.224.34,corp-server-02,SUCCESS,MFA
313,2025-09-07 04:52:00,williamscaroline,192.168.42.91,db-server-01,FAILURE,PASSWORD
314,2025-09-04 05:54:00,alexis58,172.29.49.195,db-server-01,FAILURE,SSH
315,2025-09-01 13:09:00,catherine85,192.168.132.160,corp-server-01,SUCCESS,MFA
316,2025-09-06 21:57:00,bboyd,192.168.7.113,db-server-01,FAILURE,MFA
317,2025-09-04 14:05:00,nkaiser,10.149.26.0,db-server-01,SUCCESS,PASSWORD
318,2025-09-02 17:45:00,rileykatrina,192.168.168.115,db-server-01,SUCCESS,PASSWORD
319,2025-09-07 15:51:00,kcoffey,10.122.114.199,db-server-01,FAILURE,SSH
320,2025-09-03 05:22:00,tshea,172.19.185.137,corp-server-01,FAILURE,MFA
321,2025-09-02 01:34:00,adrianrobinson,10.166.172.207,vpn-gateway,FAILURE,MFA
322,2025-09-04 07:58:00,gabrielle81,172.21.192.45,vpn-gateway,SUCCESS,PASSWORD
323,2025-09-07 02:58:00,fritzsamantha,10.94.211.16,corp-server-02,FAILURE,PASSWORD
324,2025-09-06 12:18:00,troberts,192.168.211.185,db-server-01,SUCCESS,MFA
325,2025-09-07 05:37:00,michael04,192.168.172.235,corp-server-02,SUCCESS,MFA
326,2025-09-06 12:13:00,andrea45,192.168.24.108,vpn-gateway,SUCCESS,PASSWORD
327,2025-09-01 11:49:00,kellyjones,192.168.65.163,corp-server-01,SUCCESS,MFA
328,2025-09-02 23:39:00,seth43,172.28.96.178,vpn-gateway,FAILURE,MFA
329,2025-09-02 21:57:00,khaney,192.168.96.250,db-server-01,SUCCESS,MFA
330,2025-09-02 00:52:00,haroldmccoy,172.17.40.73,corp-server-01,SUCCESS,MFA
331,2025-09-03 10:31:00,robertray,192.168.207.3,corp-server-01,FAILURE,PASSWORD
332,2025-09-07 18:09:00,huntersanchez,10.52.245.134,vpn-gateway,SUCCESS,PASSWORD
333,2025-09-02 18:56:00,michelerangel,192.168.250.200,corp-server-02,SUCCESS,SSH
334,2025-09-06 23:59:00,joe74,172.24.20.55,corp-server-01,SUCCESS,MFA
335,2025-09-01 05:43:00,dcooper,10.190.169.124,vpn-gateway,FAILURE,SSH
336,2025-09-04 06:52:00,luis39,10.72.188.253,corp-server-02,SUCCESS,MFA
337,2025-09-04 21:35:00,diazangela,10.210.23.207,db-server-01,SUCCESS,MFA
338,2025-09-01 08:57:00,qgamble,192.168.253.229,db-server-01,SUCCESS,MFA
339,2025-09-06 05:31:00,matthewhaley,10.138.81.60,db-server-01,SUCCESS,PASSWORD
340,2025-09-01 09:56:00,martinmark,192.168.37.239,corp-server-01,FAILURE,SSH
341,2025-09-07 11:06:00,gbaker,192.168.245.22,corp-server-02,SUCCESS,SSH
342,2025-09-07 20:31:00,adam97,192.168.253.249,db-server-01,SUCCESS,PASSWORD
343,2025-09-05 15:07:00,meadowsbrenda,192.168.81.95,vpn-gateway,SUCCESS,PASSWORD
344,2025-09-04 19:47:00,hpayne,172.27.47.180,vpn-gateway,FAILURE,MFA
345,2025-09-03 08:44:00,michaelmurphy,10.93.69.190,corp-server-01,FAILURE,MFA
346,2025-09-01 03:16:00,jasmine64,172.25.31.157,vpn-gateway,SUCCESS,SSH
347,2025-09-02 19:07:00,sanchezdaniel,172.31.160.27,corp-server-01,FAILURE,MFA
348,2025-09-02 04:18:00,fosterrobert,172.16.88.64,vpn-gateway,FAILURE,MFA
349,2025-09-02 22:02:00,tbooker,192.168.180.5,vpn-gateway,FAILURE,SSH
350,2025-09-06 00:22:00,sabrinadeleon,10.49.18.85,corp-server-01,SUCCESS,PASSWORD
351,2025-09-02 05:51:00,glennjohn,172.21.66.107,vpn-gateway,SUCCESS,MFA
352,2025-09-01 16:17:00,teresajohnston,192.168.128.7,corp-server-02,SUCCESS,MFA
353,2025-09-01 10:03:00,mberg,172.16.91.58,corp-server-01,SUCCESS,MFA
354,2025-09-04 01:00:00,joseph87,10.221.112.195,db-server-01,FAILURE,SSH
355,2025-09-02 12:21:00,christopher82,192.168.130.85,corp-server-01,FAILURE,MFA
356,2025-09-05 00:51:00,chanchristopher,192.168.152.117,vpn-gateway,SUCCESS,SSH
357,2025-09-01 20:23:00,kenneth07,10.47.79.36,corp-server-02,FAILURE,SSH
358,2025-09-06 17:17:00,melissawright,192.168.106.105,corp-server-01,FAILURE,PASSWORD
359,2025-09-03 11:46:00,williamsmary,172.24.99.241,corp-server-01,SUCCESS,PASSWORD
360,2025-09-05 09:28:00,deborahjohnson,10.74.82.129,corp-server-01,SUCCESS,MFA
361,2025-09-01 21:30:00,andrewcoleman,192.168.177.148,db-server-01,SUCCESS,MFA
362,2025-09-02 19:00:00,stephanie63,10.117.122.148,vpn-gateway,FAILURE,SSH
363,2025-09-03 07:29:00,housesamuel,172.17.161.83,corp-server-02,SUCCESS,MFA
364,2025-09-06 03:36:00,patrickliu,10.101.129.188,db-server-01,FAILURE,MFA
365,2025-09-05 22:00:00,walterrobert,10.102.189.133,corp-server-02,SUCCESS,PASSWORD
366,2025-09-04 14:50:00,stewartmatthew,10.170.2.78,corp-server-01,SUCCESS,MFA
367,2025-09-05 18:46:00,anthonyjohnson,10.18.184.152,db-server-01,SUCCESS,MFA
368,2025-09-03 22:34:00,ismith,10.85.255.173,corp-server-01,SUCCESS,SSH
369,2025-09-02 14:20:00,svelasquez,192.168.86.100,db-server-01,SUCCESS,SSH
370,2025-09-03 13:26:00,jwilliams,172.23.237.220,vpn-gateway,SUCCESS,MFA
371,2025-09-02 19:01:00,leemitchell,172.24.159.42,db-server-01,SUCCESS,MFA
372,2025-09-03 22:05:00,laura42,192.168.11.221,vpn-gateway,FAILURE,PASSWORD
373,2025-09-04 02:22:00,huntlarry,10.173.50.223,corp-server-02,SUCCESS,PASSWORD
374,2025-09-06 14:51:00,howelllori,192.168.62.70,vpn-gateway,SUCCESS,SSH
375,2025-09-05 12:57:00,michele86,172.17.145.235,db-server-01,SUCCESS,SSH
376,2025-09-07 18:00:00,xjohnson,10.202.185.54,corp-server-02,FAILURE,SSH
377,2025-09-04 16:00:00,haleygutierrez,172.29.245.122,db-server-01,FAILURE,MFA
378,2025-09-03 23:11:00,mrhodes,10.223.47.58,corp-server-02,SUCCESS,MFA
379,2025-09-07 12:47:00,thomas08,10.78.105.140,corp-server-02,SUCCESS,MFA
380,2025-09-03 00:57:00,lscott,10.143.86.159,corp-server-02,SUCCESS,MFA
381,2025-09-06 11:59:00,emily02,172.31.163.148,corp-server-01,FAILURE,PASSWORD
382,2025-09-02 06:17:00,curtis77,192.168.190.202,corp-server-02,SUCCESS,SSH
383,2025-09-05 11:25:00,pvaughan,10.153.1.140,vpn-gateway,FAILURE,MFA
384,2025-09-02 17:34:00,hreid,10.224.14.209,corp-server-02,SUCCESS,PASSWORD
385,2025-09-07 09:40:00,steven85,192.168.87.247,vpn-gateway,FAILURE,PASSWORD
386,2025-09-06 02:08:00,elane,10.253.142.223,corp-server-02,FAILURE,PASSWORD
387,2025-09-06 14:48:00,tracey69,172.22.88.118,vpn-gateway,SUCCESS,MFA
388,2025-09-07 20:30:00,robertskristin,192.168.166.112,db-server-01,SUCCESS,PASSWORD
389,2025-09-05 01:45:00,anthony26,10.167.97.5,corp-server-01,SUCCESS,SSH
390,2025-09-03 04:30:00,madison17,192.168.253.179,vpn-gateway,FAILURE,PASSWORD
391,2025-09-06 03:48:00,alexandra05,172.17.70.16,corp-server-01,SUCCESS,PASSWORD
392,2025-09-04 21:39:00,dwayne11,10.115.50.166,vpn-gateway,FAILURE,MFA
393,2025-09-05 18:22:00,gabrielgrant,10.191.17.242,db-server-01,SUCCESS,MFA
394,2025-09-06 07:14:00,denisemartin,172.21.130.165,db-server-01,SUCCESS,SSH
395,2025-09-02 08:37:00,edwardsderrick,10.32.110.88,corp-server-02,SUCCESS,MFA
396,2025-09-05 09:38:00,onicholson,172.16.216.62,corp-server-01,FAILURE,MFA
397,2025-09-02 01:43:00,williamsbrittney,10.239.165.60,db-server-01,SUCCESS,SSH
398,2025-09-07 02:32:00,lori62,192.168.169.171,vpn-gateway,FAILURE,MFA
399,2025-09-03 18:49:00,deckerrobert,10.65.193.209,corp-server-01,FAILURE,MFA
400,2025-09-07 17:54:00,karenbradley,10.11.169.243,corp-server-01,FAILURE,MFA
401,2025-09-02 23:09:00,ihorn,172.20.156.99,db-server-01,SUCCESS,MFA
402,2025-09-03 20:53:00,pevans,192.168.170.16,corp-server-02,FAILURE,MFA
403,2025-09-06 21:07:00,gonzalezvictoria,192.168.41.126,db-server-01,SUCCESS,MFA
404,2025-09-02 01:35:00,samuel37,10.163.237.51,corp-server-01,FAILURE,SSH
405,2025-09-01 13:58:00,tina12,172.21.114.42,vpn-gateway,FAILURE,PASSWORD
406,2025-09-01 18:31:00,marshjessica,172.16.241.73,corp-server-01,FAILURE,SSH
407,2025-09-01 12:08:00,vazquezkevin,10.25.127.82,corp-server-01,SUCCESS,MFA
408,2025-09-02 10:51:00,lacey14,172.26.115.112,vpn-gateway,SUCCESS,MFA
409,2025-09-01 06:02:00,xperry,10.152.249.180,corp-server-02,FAILURE,SSH
410,2025-09-01 01:02:00,jenkinsamanda,172.19.23.252,vpn-gateway,SUCCESS,MFA
411,2025-09-01 04:28:00,murphyjoshua,172.24.234.144,corp-server-01,FAILURE,MFA
412,2025-09-03 22:02:00,christopherstrickland,172.17.249.107,vpn-gateway,FAILURE,MFA
413,2025-09-04 18:43:00,teresa69,192.168.142.45,corp-server-02,FAILURE,MFA
414,2025-09-04 20:56:00,zlopez,192.168.101.134,vpn-gateway,SUCCESS,MFA
415,2025-09-03 20:31:00,nthompson,10.86.94.164,db-server-01,SUCCESS,PASSWORD
416,2025-09-02 18:15:00,nielsenashley,192.168.136.68,db-server-01,SUCCESS,MFA
417,2025-09-06 16:48:00,patrickriley,192.168.133.51,db-server-01,SUCCESS,SSH
418,2025-09-04 18:28:00,scortez,172.24.37.103,vpn-gateway,FAILURE,PASSWORD
419,2025-09-07 02:38:00,donald85,10.151.242.1,corp-server-02,SUCCESS,SSH
420,2025-09-05 12:39:00,philip75,172.20.56.67,corp-server-02,SUCCESS,MFA
421,2025-09-07 16:20:00,framos,192.168.94.38,db-server-01,SUCCESS,MFA
422,2025-09-07 19:32:00,rthompson,192.168.47.81,corp-server-02,SUCCESS,SSH
423,2025-09-02 11:43:00,jamiediaz,10.254.94.221,corp-server-02,SUCCESS,MFA
424,2025-09-01 08:37:00,ronaldhenry,172.26.211.95,vpn-gateway,FAILURE,MFA
425,2025-09-06 21:10:00,garrettrichard,192.168.71.105,db-server-01,FAILURE,PASSWORD
426,2025-09-03 17:21:00,harrislance,172.19.100.43,vpn-gateway,FAILURE,MFA
427,2025-09-02 22:59:00,arobertson,10.190.58.97,corp-server-01,FAILURE,SSH
428,2025-09-02 01:37:00,elizabeth10,172.18.255.1,corp-server-01,FAILURE,SSH
429,2025-09-06 02:17:00,virginiasalazar,10.237.177.193,corp-server-01,SUCCESS,PASSWORD
430,2025-09-04 05:24:00,chelsea75,10.153.222.242,vpn-gateway,FAILURE,MFA
431,2025-09-07 09:36:00,heatherstephens,172.19.196.118,corp-server-01,FAILURE,MFA
432,2025-09-05 18:50:00,timcook,192.168.53.24,corp-server-02,SUCCESS,MFA
433,2025-09-04 15:02:00,savagerichard,10.64.152.246,vpn-gateway,SUCCESS,SSH
434,2025-09-01 08:14:00,melvinmclaughlin,10.23.116.227,vpn-gateway,FAILURE,SSH
435,2025-09-07 17:12:00,barreralydia,192.168.15.47,vpn-gateway,FAILURE,PASSWORD
436,2025-09-02 12:46:00,raykenneth,172.30.63.128,corp-server-02,FAILURE,SSH
437,2025-09-03 05:48:00,brownsarah,172.23.68.192,db-server-01,FAILURE,PASSWORD
438,2025-09-01 04:13:00,nathancollier,192.168.180.216,corp-server-01,FAILURE,MFA
439,2025-09-05 04:11:00,melanieerickson,172.28.242.158,corp-server-01,SUCCESS,PASSWORD
440,2025-09-03 00:35:00,montgomerymandy,10.18.145.47,corp-server-02,FAILURE,PASSWORD
441,2025-09-03 21:03:00,austinzachary,10.151.133.229,corp-server-02,FAILURE,PASSWORD
442,2025-09-03 12:32:00,zvaldez,172.29.156.172,corp-server-01,SUCCESS,PASSWORD
443,2025-09-03 05:45:00,michelleharris,172.30.169.168,corp-server-02,SUCCESS,PASSWORD
444,2025-09-02 19:28:00,stewartjennifer,192.168.6.176,db-server-01,SUCCESS,SSH
445,2025-09-06 03:54:00,pgray,192.168.159.77,vpn-gateway,FAILURE,MFA
446,2025-09-04 21:33:00,antoniobright,10.73.201.229,corp-server-02,SUCCESS,MFA
447,2025-09-02 03:20:00,sean94,172.16.127.156,db-server-01,FAILURE,PASSWORD
448,2025-09-04 13:06:00,andrea32,192.168.129.178,corp-server-02,SUCCESS,PASSWORD
449,2025-09-03 13:41:00,melanie87,192.168.73.123,vpn-gateway,FAILURE,PASSWORD
450,2025-09-01 11:48:00,grahamjacob,192.168.223.138,vpn-gateway,SUCCESS,MFA
451,2025-09-04 04:43:00,carolglenn,192.168.184.132,corp-server-01,FAILURE,PASSWORD
452,2025-09-06 23:09:00,tiffany15,172.22.141.129,corp-server-01,FAILURE,MFA
453,2025-09-03 10:35:00,gouldtina,172.26.244.49,corp-server-02,SUCCESS,SSH
454,2025-09-04 13:11:00,pagenicholas,172.28.177.85,corp-server-02,FAILURE,MFA
455,2025-09-04 03:35:00,mmoore,172.30.27.126,corp-server-01,SUCCESS,SSH
456,2025-09-04 09:23:00,trevorhuynh,10.11.135.31,db-server-01,SUCCESS,PASSWORD
457,2025-09-02 21:43:00,torresantonio,172.24.31.8,vpn-gateway,SUCCESS,SSH
458,2025-09-06 03:20:00,sara64,192.168.231.49,vpn-gateway,SUCCESS,SSH
459,2025-09-06 06:38:00,jacksonroy,10.224.121.191,corp-server-02,FAILURE,SSH
460,2025-09-02 00:00:00,perezleroy,10.94.72.12,vpn-gateway,SUCCESS,MFA
461,2025-09-02 06:15:00,chelseawatkins,192.168.2.114,db-server-01,FAILURE,SSH
462,2025-09-02 03:40:00,morganchristopher,10.62.129.228,db-server-01,FAILURE,PASSWORD
463,2025-09-01 16:30:00,sruiz,10.136.146.172,corp-server-01,SUCCESS,SSH
464,2025-09-04 17:47:00,pacelori,192.168.8.206,db-server-01,SUCCESS,PASSWORD
465,2025-09-03 05:31:00,ryanhenderson,172.22.17.204,db-server-01,SUCCESS,PASSWORD
466,2025-09-07 10:54:00,martinezdavid,192.168.134.83,vpn-gateway,SUCCESS,MFA
467,2025-09-01 15:24:00,walkermatthew,192.168.74.118,corp-server-02,FAILURE,SSH
468,2025-09-05 23:54:00,christy67,172.19.204.106,corp-server-02,FAILURE,MFA
469,2025-09-04 18:29:00,christopherjohnson,192.168.13.49,db-server-01,FAILURE,SSH
470,2025-09-05 01:22:00,kwilliams,172.22.125.107,corp-server-01,SUCCESS,SSH
471,2025-09-03 18:37:00,owalters,192.168.116.161,vpn-gateway,SUCCESS,PASSWORD
472,2025-09-03 09:00:00,paul03,10.89.88.128,corp-server-01,SUCCESS,MFA
473,2025-09-01 00:06:00,acolon,192.168.206.152,corp-server-01,SUCCESS,SSH
474,2025-09-03 12:41:00,zwall,192.168.79.59,vpn-gateway,SUCCESS,MFA
475,2025-09-05 14:35:00,hcordova,192.168.45.230,db-server-01,SUCCESS,MFA
476,2025-09-06 19:30:00,cathy19,10.224.102.139,db-server-01,FAILURE,SSH
477,2025-09-02 04:07:00,robertmartinez,192.168.35.68,corp-server-01,FAILURE,SSH
478,2025-09-03 19:48:00,rmcmillan,10.69.5.195,corp-server-01,FAILURE,MFA
479,2025-09-04 07:16:00,deannawatkins,10.47.63.217,vpn-gateway,SUCCESS,SSH
480,2025-09-04 17:58:00,alicia33,10.88.174.50,corp-server-02,FAILURE,PASSWORD
481,2025-09-07 00:08:00,bryansantos,10.253.47.243,corp-server-01,FAILURE,MFA
482,2025-09-06 13:29:00,jessica65,192.168.249.166,vpn-gateway,SUCCESS,PASSWORD
483,2025-09-01 19:17:00,ywalker,172.23.181.52,vpn-gateway,FAILURE,SSH
484,2025-09-04 03:34:00,william30,10.174.241.141,corp-server-01,FAILURE,MFA
485,2025-09-05 22:27:00,csalas,172.20.243.46,vpn-gateway,FAILURE,SSH
486,2025-09-01 21:35:00,leontaylor,10.86.67.183,db-server-01,FAILURE,MFA
487,2025-09-07 11:13:00,lewisemily,10.39.225.210,vpn-gateway,SUCCESS,SSH
488,2025-09-05 20:37:00,dennis01,10.119.32.251,db-server-01,SUCCESS,MFA
489,2025-09-03 20:36:00,nguyenmichael,192.168.54.47,corp-server-01,FAILURE,MFA
490,2025-09-06 08:19:00,christophergomez,192.168.100.88,corp-server-01,SUCCESS,MFA
491,2025-09-02 07:38:00,frank66,172.28.229.70,db-server-01,SUCCESS,SSH
492,2025-09-03 14:16:00,douglas28,192.168.111.138,db-server-01,SUCCESS,PASSWORD
493,2025-09-05 08:42:00,stevenfrye,192.168.219.223,db-server-01,FAILURE,SSH
494,2025-09-03 22:36:00,angela37,10.91.159.206,corp-server-02,SUCCESS,SSH
495,2025-09-03 20:26:00,gutierrezanthony,172.18.10.228,db-server-01,FAILURE,SSH
496,2025-09-07 18:29:00,scott68,10.67.13.174,corp-server-01,FAILURE,SSH
497,2025-09-04 18:38:00,vicki58,10.86.226.220,vpn-gateway,FAILURE,MFA
498,2025-09-03 04:51:00,tinaclark,192.168.8.40,corp-server-02,FAILURE,PASSWORD
499,2025-09-02 14:09:00,kimberly15,192.168.1.134,vpn-gateway,FAILURE,SSH
500,2025-09-01 10:01:00,hailey82,192.168.18.240,vpn-gateway,FAILURE,SSH
501,2025-09-06 03:32:00,joel75,10.47.147.75,db-server-01,SUCCESS,MFA
502,2025-09-07 21:05:00,hbrewer,10.78.193.101,vpn-gateway,SUCCESS,PASSWORD
503,2025-09-06 20:23:00,beckerkeith,192.168.136.227,vpn-gateway,SUCCESS,MFA
504,2025-09-01 12:54:00,bryan56,10.42.123.225,corp-server-02,SUCCESS,PASSWORD
505,2025-09-01 08:44:00,gabriella04,10.75.149.212,corp-server-02,FAILURE,MFA
506,2025-09-01 14:01:00,watersjessica,172.18.200.200,vpn-gateway,SUCCESS,SSH
507,2025-09-05 23:33:00,brandonbarnes,172.23.102.219,vpn-gateway,SUCCESS,MFA
508,2025-09-04 17:55:00,lortega,192.168.26.25,corp-server-02,FAILURE,PASSWORD
509,2025-09-04 16:59:00,jacobclayton,10.72.227.131,db-server-01,SUCCESS,MFA
510,2025-09-01 07:12:00,turnerdavid,172.29.183.146,corp-server-02,SUCCESS,MFA
511,2025-09-02 05:22:00,thomasmelendez,10.90.119.144,db-server-01,FAILURE,PASSWORD
512,2025-09-07 09:05:00,vickijohnson,172.28.135.210,vpn-gateway,FAILURE,MFA
513,2025-09-01 08:07:00,jack89,10.110.255.107,db-server-01,SUCCESS,PASSWORD
514,2025-09-04 15:25:00,olivia21,192.168.75.31,corp-server-01,SUCCESS,SSH
515,2025-09-03 06:23:00,megan17,192.168.34.51,db-server-01,SUCCESS,SSH
516,2025-09-07 14:09:00,lhall,192.168.14.104,vpn-gateway,SUCCESS,PASSWORD
517,2025-09-05 01:57:00,georgenicole,172.17.136.157,db-server-01,SUCCESS,PASSWORD
518,2025-09-05 09:48:00,mercedeshernandez,192.168.116.237,corp-server-01,FAILURE,PASSWORD
519,2025-09-05 23:35:00,lhardy,192.168.195.185,vpn-gateway,SUCCESS,MFA
520,2025-09-06 15:12:00,madison20,192.168.180.47,db-server-01,FAILURE,MFA
521,2025-09-07 09:27:00,davidshepherd,10.48.96.181,corp-server-01,SUCCESS,MFA
522,2025-09-06 22:49:00,yhendricks,10.182.71.239,corp-server-02,FAILURE,SSH
523,2025-09-02 18:57:00,jackie49,172.17.204.8,corp-server-02,FAILURE,MFA
524,2025-09-01 13:05:00,gwood,10.162.134.14,corp-server-02,SUCCESS,MFA
525,2025-09-07 05:49:00,wthompson,172.25.6.136,db-server-01,SUCCESS,PASSWORD
526,2025-09-01 07:21:00,tdavis,192.168.209.252,vpn-gateway,SUCCESS,MFA
527,2025-09-04 09:52:00,wallacemonica,192.168.60.34,corp-server-01,FAILURE,PASSWORD
528,2025-09-07 11:22:00,rogerjohnson,10.171.50.201,corp-server-02,SUCCESS,PASSWORD
529,2025-09-05 01:23:00,kristina80,172.16.146.227,corp-server-02,FAILURE,MFA
530,2025-09-02 16:15:00,eugene85,10.179.22.34,vpn-gateway,FAILURE,SSH
531,2025-09-04 18:45:00,heatherlopez,172.22.76.135,vpn-gateway,FAILURE,SSH
532,2025-09-07 08:01:00,fberry,192.168.153.201,vpn-gateway,SUCCESS,MFA
533,2025-09-04 14:39:00,martinezrebecca,192.168.163.90,db-server-01,FAILURE,PASSWORD
534,2025-09-01 04:45:00,hohailey,172.23.81.66,corp-server-01,FAILURE,SSH
535,2025-09-02 00:22:00,barbara85,192.168.161.133,vpn-gateway,SUCCESS,MFA
536,2025-09-07 02:53:00,gsmith,10.59.120.17,db-server-01,SUCCESS,PASSWORD
537,2025-09-01 01:41:00,andrewlewis,192.168.90.130,corp-server-01,SUCCESS,MFA
538,2025-09-03 08:21:00,andrewsjamie,10.12.167.76,corp-server-02,SUCCESS,MFA
539,2025-09-07 11:22:00,margaretmartin,172.25.48.247,corp-server-01,FAILURE,PASSWORD
540,2025-09-07 11:50:00,davidbauer,192.168.153.193,corp-server-02,SUCCESS,PASSWORD
541,2025-09-05 07:05:00,sharigonzalez,172.27.2.249,vpn-gateway,FAILURE,MFA
542,2025-09-02 23:48:00,kellymiller,172.24.123.109,corp-server-02,SUCCESS,MFA
543,2025-09-02 11:00:00,timothy56,192.168.113.210,vpn-gateway,SUCCESS,SSH
544,2025-09-01 10:04:00,fjohnson,192.168.237.27,corp-server-01,FAILURE,SSH
545,2025-09-06 01:56:00,anthony24,172.22.112.83,vpn-gateway,FAILURE,MFA
546,2025-09-07 01:27:00,delgadokathleen,172.23.163.152,vpn-gateway,FAILURE,MFA
547,2025-09-04 18:30:00,cherylreed,172.27.220.139,vpn-gateway,FAILURE,MFA
548,2025-09-05 09:30:00,clarkelizabeth,192.168.172.55,corp-server-02,SUCCESS,PASSWORD
549,2025-09-03 07:22:00,zacharyreid,172.30.38.98,db-server-01,SUCCESS,SSH
550,2025-09-07 11:57:00,emiller,10.224.138.248,vpn-gateway,FAILURE,MFA
551,2025-09-01 04:16:00,washingtonjoyce,192.168.229.131,corp-server-02,SUCCESS,SSH
552,2025-09-02 20:15:00,edward90,172.31.241.157,corp-server-02,FAILURE,PASSWORD
553,2025-09-02 05:28:00,scottnelson,172.23.236.87,db-server-01,FAILURE,MFA
554,2025-09-07 15:03:00,tiffanybishop,172.20.99.90,vpn-gateway,FAILURE,SSH
555,2025-09-04 00:05:00,daniel19,192.168.5.112,corp-server-02,FAILURE,PASSWORD
556,2025-09-06 11:21:00,lgarcia,172.22.98.100,corp-server-01,SUCCESS,MFA
557,2025-09-06 14:38:00,ekennedy,192.168.200.246,db-server-01,SUCCESS,SSH
558,2025-09-03 22:22:00,elizabethjohnson,192.168.251.229,corp-server-01,SUCCESS,PASSWORD
559,2025-09-02 02:35:00,bradyjaclyn,172.17.77.64,db-server-01,FAILURE,MFA
560,2025-09-04 23:13:00,elliottjoseph,10.58.57.244,db-server-01,SUCCESS,MFA
561,2025-09-07 14:46:00,whitneyjones,172.30.20.102,corp-server-02,FAILURE,PASSWORD
562,2025-09-02 16:39:00,idavidson,172.19.213.8,db-server-01,SUCCESS,SSH
563,2025-09-06 16:32:00,wolfesarah,172.30.15.209,db-server-01,FAILURE,MFA
564,2025-09-06 19:22:00,jbrady,10.249.85.219,db-server-01,SUCCESS,SSH
565,2025-09-02 19:03:00,evelynmartin,192.168.227.63,corp-server-01,FAILURE,MFA
566,2025-09-06 08:04:00,ericrose,172.31.22.97,corp-server-01,FAILURE,MFA
567,2025-09-06 05:47:00,jeffreyhowell,10.216.170.44,corp-server-02,FAILURE,PASSWORD
568,2025-09-05 19:29:00,regina86,192.168.45.73,vpn-gateway,SUCCESS,PASSWORD
569,2025-09-04 20:08:00,thomasmichelle,192.168.205.253,corp-server-02,FAILURE,SSH
570,2025-09-03 03:20:00,nancymartin,172.19.252.100,corp-server-02,FAILURE,SSH
571,2025-09-03 07:19:00,ewatkins,172.22.192.97,db-server-01,FAILURE,SSH
572,2025-09-01 13:01:00,theresamills,172.27.98.208,db-server-01,FAILURE,PASSWORD
573,2025-09-07 15:51:00,lisa61,10.65.31.85,vpn-gateway,FAILURE,PASSWORD
574,2025-09-06 10:08:00,jamesjessica,172.24.242.220,vpn-gateway,FAILURE,SSH
575,2025-09-04 10:44:00,ericrodriguez,10.141.160.33,corp-server-01,SUCCESS,SSH
576,2025-09-03 15:37:00,rsmith,172.20.144.212,corp-server-02,SUCCESS,SSH
577,2025-09-04 14:58:00,jbrooks,10.131.168.213,vpn-gateway,FAILURE,PASSWORD
578,2025-09-02 23:41:00,perrysarah,10.113.3.26,db-server-01,FAILURE,SSH
579,2025-09-07 07:42:00,matthew05,172.31.210.102,db-server-01,SUCCESS,MFA
580,2025-09-07 22:36:00,lawrence86,172.20.70.168,corp-server-02,FAILURE,PASSWORD
581,2025-09-02 21:18:00,christy46,192.168.27.186,corp-server-01,SUCCESS,MFA
582,2025-09-07 02:48:00,ufoster,10.45.155.139,corp-server-01,SUCCESS,MFA
583,2025-09-02 05:15:00,leonashley,192.168.128.73,db-server-01,SUCCESS,MFA
584,2025-09-05 11:27:00,mcdowelljustin,10.39.72.61,db-server-01,SUCCESS,PASSWORD
585,2025-09-03 15:52:00,whenry,10.207.66.201,db-server-01,SUCCESS,PASSWORD
586,2025-09-03 12:26:00,hjohnson,172.19.190.192,corp-server-02,SUCCESS,PASSWORD
587,2025-09-01 12:46:00,evan25,172.23.180.163,corp-server-02,SUCCESS,PASSWORD
588,2025-09-06 08:30:00,jamie30,192.168.169.158,vpn-gateway,SUCCESS,SSH
589,2025-09-05 17:49:00,johnholt,10.42.231.15,corp-server-02,FAILURE,SSH
