log_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,action
309,2025-09-02 06:27:00,10.29.72.227,172.31.170.186,42729,8080,TCP,DROP
310,2025-09-03 01:21:00,192.168.245.202,10.213.184.239,61804,80,TCP,DENY
311,2025-09-02 21:47:00,192.168.186.15,192.168.114.116,28702,22,UDP,ALLOW
312,2025-09-02 17:47:00,10.82.45.69,172.26.183.108,1172,80,TCP,DENY
313,2025-09-03 03:07:00,192.168.169.208,10.101.154.247,44670,80,UDP,ALLOW
314,2025-09-03 22:38:00,172.16.193.114,10.86.255.219,53729,443,UDP,ALLOW
315,2025-09-03 03:10:00,10.130.109.31,172.20.200.88,30804,3389,TCP,DROP
316,2025-09-07 08:41:00,10.53.172.254,172.26.181.182,3037,443,UDP,DENY
317,2025-09-05 15:00:00,172.23.153.75,10.178.77.158,3851,8080,TCP,ALLOW
318,2025-09-05 13:36:00,10.108.17.106,10.23.191.31,37925,3389,UDP,ALLOW
319,2025-09-02 22:15:00,172.17.152.85,172.19.233.63,25220,3389,UDP,ALLOW
320,2025-09-01 13:57:00,192.168.42.172,192.168.61.140,35403,80,TCP,ALLOW
321,2025-09-05 19:33:00,172.19.109.43,192.168.59.248,1375,80,TCP,DROP
322,2025-09-04 22:12:00,172.18.29.237,192.168.158.181,25147,80,TCP,DENY
323,2025-09-07 04:42:00,10.219.138.7,192.168.221.71,35169,22,UDP,DENY
324,2025-09-02 23:49:00,10.126.105.190,10.50.24.105,57438,80,TCP,DENY
325,2025-09-03 20:56:00,10.92.213.2,10.226.240.8,28955,443,TCP,DROP
326,2025-09-02 03:07:00,10.189.183.211,10.46.199.175,25862,443,UDP,DENY
327,2025-09-06 17:43:00,10.83.217.17,172.24.233.169,55889,3389,TCP,DENY
328,2025-09-07 01:22:00,10.55.188.15,10.249.124.188,38577,8080,TCP,DENY
329,2025-09-05 07:47:00,10.96.217.142,192.168.21.195,6871,8080,UDP,ALLOW
330,2025-09-02 23:00:00,192.168.26.94,172.26.168.137,27169,8080,UDP,ALLOW
331,2025-09-07 11:42:00,192.168.69.222,10.236.39.62,24666,22,UDP,DROP
332,2025-09-05 06:48:00,192.168.206.13,192.168.164.255,60315,443,UDP,DENY
333,2025-09-04 14:36:00,192.168.254.124,172.25.63.120,20706,8080,UDP,ALLOW
334,2025-09-04 14:16:00,10.53.242.80,172.19.239.192,59200,22,UDP,DENY
335,2025-09-04 04:26:00,10.243.123.99,192.168.142.82,17421,8080,UDP,DROP
336,2025-09-01 01:45:00,10.207.58.117,192.168.37.163,40065,8080,UDP,ALLOW
337,2025-09-01 03:11:00,10.213.167.254,172.21.66.245,57853,8080,UDP,DROP
338,2025-09-03 06:17:00,172.19.139.81,10.88.37.163,39792,443,UDP,DENY
339,2025-09-03 11:33:00,172.22.87.167,192.168.197.152,61180,8080,UDP,DROP
340,2025-09-02 22:18:00,10.27.11.131,192.168.28.161,31565,80,TCP,DENY
341,2025-09-05 00:58:00,10.184.153.47,172.28.34.67,12017,22,UDP,DROP
342,2025-09-06 01:34:00,172.20.35.101,192.168.35.36,38306,443,UDP,DROP
343,2025-09-06 19:05:00,172.17.242.11,172.21.107.18,1679,443,TCP,ALLOW
344,2025-09-01 01:00:00,192.168.241.0,192.168.135.236,16411,443,TCP,DENY
345,2025-09-06 18:06:00,172.24.76.163,172.31.69.174,25780,80,TCP,DROP
346,2025-09-06 17:20:00,10.160.63.227,10.228.71.243,28400,80,UDP,DROP
347,2025-09-04 00:39:00,10.65.68.189,172.16.10.118,39112,3389,TCP,DENY
348,2025-09-06 22:30:00,172.25.11.29,172.30.72.175,22461,22,UDP,DENY
349,2025-09-06 02:03:00,192.168.23.49,172.26.201.220,58905,80,UDP,DROP
350,2025-09-07 01:47:00,192.168.251.143,10.18.191.92,50980,3389,UDP,ALLOW
351,2025-09-03 12:48:00,172.25.228.146,172.20.93.245,42311,443,UDP,DENY
352,2025-09-05 23:34:00,192.168.158.67,192.168.173.219,50945,443,UDP,ALLOW
353,2025-09-02 15:13:00,10.92.243.34,192.168.108.139,13552,8080,TCP,DENY
354,2025-09-01 18:15:00,192.168.240.206,172.17.130.19,41421,443,UDP,ALLOW
355,2025-09-01 03:20:00,192.168.126.234,10.128.220.117,34052,3389,UDP,DROP
356,2025-09-01 06:25:00,192.168.192.251,10.72.22.98,63696,8080,UDP,ALLOW
357,2025-09-02 17:00:00,10.0.181.181,192.168.203.232,56899,3389,UDP,DENY
358,2025-09-03 18:26:00,10.148.76.1,10.8.105.74,21332,443,UDP,DROP
359,2025-09-03 12:05:00,172.30.39.9,172.22.200.37,50530,8080,TCP,DROP
360,2025-09-02 08:05:00,192.168.212.234,172.25.50.9,1061,443,TCP,ALLOW
361,2025-09-07 08:44:00,10.79.188.108,172.30.254.69,28557,3389,TCP,DROP
362,2025-09-05 16:23:00,10.20.197.34,192.168.4.125,40394,8080,TCP,DENY
363,2025-09-03 12:09:00,172.28.133.241,192.168.157.72,39963,443,TCP,DROP
364,2025-09-02 11:30:00,10.24.222.44,192.168.0.131,40865,443,TCP,DROP
365,2025-09-02 11:55:00,172.22.55.255,10.172.111.70,64102,22,TCP,DROP
366,2025-09-01 16:21:00,192.168.59.115,172.30.65.185,33691,22,UDP,DENY
367,2025-09-01 02:32:00,10.182.51.9,10.198.228.231,37143,8080,UDP,DENY
368,2025-09-06 14:21:00,192.168.91.216,192.168.187.37,16400,8080,UDP,ALLOW
369,2025-09-07 02:03:00,10.214.197.63,10.78.232.107,36621,8080,TCP,DROP
370,2025-09-02 05:07:00,192.168.28.66,10.151.177.61,59990,80,UDP,ALLOW
371,2025-09-04 17:59:00,192.168.5.107,10.6.12.216,8634,8080,UDP,ALLOW
372,2025-09-06 20:27:00,192.168.30.129,192.168.7.196,37713,8080,UDP,DENY
373,2025-09-05 18:53:00,172.29.29.22,172.30.251.59,56764,3389,UDP,ALLOW
374,2025-09-01 18:04:00,10.101.202.210,172.16.105.153,7787,3389,UDP,ALLOW
375,2025-09-02 21:31:00,172.16.180.253,172.26.219.61,12554,8080,TCP,DENY
376,2025-09-03 13:25:00,10.7.113.157,192.168.174.132,31775,3389,TCP,DROP
377,2025-09-06 16:00:00,192.168.173.110,172.20.160.125,55195,8080,TCP,DROP
378,2025-09-04 22:12:00,10.177.134.88,192.168.136.241,20724,8080,UDP,DROP
379,2025-09-06 10:41:00,192.168.222.187,172.26.19.178,21664,8080,TCP,ALLOW
380,2025-09-04 02:52:00,192.168.179.19,10.156.137.40,21719,22,UDP,ALLOW
381,2025-09-01 09:07:00,10.121.218.157,172.19.33.12,65417,443,UDP,DROP
382,2025-09-06 14:30:00,172.29.138.225,172.25.5.21,8790,22,UDP,ALLOW
383,2025-09-03 16:41:00,10.214.94.106,172.20.213.111,43377,80,UDP,ALLOW
384,2025-09-02 05:13:00,192.168.177.141,192.168.24.35,32700,443,UDP,ALLOW
385,2025-09-04 16:26:00,172.31.181.225,172.21.137.210,25951,22,TCP,ALLOW
386,2025-09-06 13:37:00,192.168.40.212,172.25.191.72,56831,3389,UDP,ALLOW
387,2025-09-04 17:41:00,10.250.184.189,192.168.213.144,59381,443,UDP,DROP
388,2025-09-05 03:57:00,172.16.29.24,192.168.167.53,61450,443,UDP,ALLOW
389,2025-09-06 06:29:00,192.168.56.70,192.168.25.242,45292,3389,UDP,DROP
390,2025-09-06 02:31:00,192.168.220.117,192.168.49.56,52112,443,UDP,DENY
391,2025-09-06 15:31:00,10.247.118.10,172.18.248.38,51351,8080,UDP,ALLOW
392,2025-09-06 10:40:00,192.168.13.238,192.168.222.71,11877,443,UDP,DROP
393,2025-09-06 03:07:00,172.17.191.226,172.23.142.114,40478,22,TCP,DENY
394,2025-09-07 15:43:00,192.168.217.122,10.29.16.179,4449,443,TCP,DENY
395,2025-09-04 07:55:00,172.29.17.255,192.168.39.26,6523,443,TCP,ALLOW
396,2025-09-01 20:56:00,192.168.225.197,10.194.121.93,63573,443,UDP,ALLOW
397,2025-09-03 11:02:00,10.77.120.123,10.9.86.74,55099,8080,TCP,DROP
398,2025-09-04 14:59:00,172.31.150.24,10.231.156.208,21437,3389,TCP,ALLOW
399,2025-09-06 00:54:00,10.52.190.54,172.22.139.106,62377,80,TCP,DROP
400,2025-09-05 14:18:00,172.25.142.141,10.213.63.246,63014,8080,UDP,DENY
401,2025-09-03 06:27:00,10.137.124.243,192.168.8.158,3726,80,TCP,DENY
402,2025-09-02 18:42:00,192.168.5.145,10.62.12.187,21075,22,UDP,DROP
403,2025-09-06 08:56:00,10.104.167.135,192.168.53.233,64317,443,UDP,ALLOW
404,2025-09-03 17:47:00,10.48.179.216,10.209.207.135,48164,22,TCP,DROP
405,2025-09-05 12:35:00,10.49.6.208,10.247.226.205,25751,8080,TCP,DENY
406,2025-09-03 23:49:00,192.168.223.197,172.18.94.197,56981,80,TCP,DENY
407,2025-09-02 13:22:00,10.52.216.248,172.21.126.147,43391,22,TCP,DROP
408,2025-09-05 13:46:00,172.24.230.90,192.168.5.170,8167,8080,TCP,DROP
409,2025-09-03 03:39:00,10.161.109.182,10.137.216.165,63290,443,TCP,DROP
410,2025-09-02 01:52:00,192.168.126.216,192.168.2.251,63744,8080,TCP,ALLOW
411,2025-09-02 16:00:00,172.24.109.14,10.115.169.143,53960,3389,UDP,ALLOW
412,2025-09-06 09:00:00,192.168.201.251,192.168.169.246,3231,8080,UDP,DROP
413,2025-09-03 17:11:00,10.198.1.8,192.168.24.163,64729,8080,UDP,ALLOW
414,2025-09-05 13:36:00,172.21.194.180,192.168.228.244,27108,443,UDP,DROP
415,2025-09-01 10:04:00,172.31.137.62,192.168.183.128,5973,22,TCP,DROP
416,2025-09-03 07:23:00,10.156.236.6,192.168.0.64,58645,443,UDP,DENY
417,2025-09-01 06:00:00,172.24.78.136,10.136.121.31,11082,443,TCP,DROP
418,2025-09-01 03:26:00,172.28.67.195,10.21.117.223,51689,3389,TCP,DROP
419,2025-09-05 14:37:00,192.168.80.93,192.168.38.212,33433,443,UDP,ALLOW
420,2025-09-01 23:28:00,172.28.71.241,192.168.157.189,46820,22,UDP,ALLOW
421,2025-09-03 17:56:00,172.23.2.181,172.30.70.168,36945,8080,TCP,ALLOW
422,2025-09-03 23:46:00,172.20.200.47,192.168.52.25,12449,22,TCP,ALLOW
423,2025-09-05 19:21:00,10.152.22.80,192.168.62.7,36666,80,TCP,DROP
424,2025-09-05 17:02:00,10.199.172.242,192.168.199.109,27763,443,TCP,DENY
425,2025-09-07 15:54:00,10.110.16.194,172.16.27.59,57938,22,TCP,DENY
426,2025-09-05 11:40:00,172.25.53.16,192.168.252.40,13060,3389,TCP,DROP
427,2025-09-05 15:46:00,10.166.59.80,10.236.236.13,7842,8080,UDP,DENY
428,2025-09-01 01:04:00,192.168.115.135,10.171.110.110,60573,8080,TCP,DENY
429,2025-09-01 05:56:00,192.168.119.162,192.168.111.208,54887,8080,UDP,DENY
430,2025-09-01 04:14:00,10.175.37.221,10.39.241.203,16887,8080,TCP,ALLOW
431,2025-09-07 07:46:00,172.17.115.25,192.168.186.235,63944,8080,UDP,DROP
432,2025-09-05 02:33:00,10.53.140.228,10.105.59.121,43852,3389,TCP,ALLOW
433,2025-09-05 23:06:00,172.21.125.102,172.22.58.226,13248,443,TCP,DENY
434,2025-09-04 05:18:00,192.168.45.89,10.194.235.202,51536,3389,TCP,DENY
435,2025-09-06 09:13:00,172.17.97.86,10.134.38.70,38343,80,TCP,DROP
436,2025-09-04 17:49:00,172.21.208.16,10.26.229.177,16955,22,TCP,DENY
437,2025-09-07 14:16:00,10.121.200.13,10.119.227.83,14633,8080,TCP,ALLOW
438,2025-09-02 09:21:00,10.123.18.229,172.21.92.159,53522,22,UDP,DENY
439,2025-09-01 12:29:00,10.25.110.188,192.168.30.225,53136,22,UDP,ALLOW
440,2025-09-03 12:42:00,192.168.119.226,172.30.18.55,7403,22,UDP,DENY
441,2025-09-03 12:28:00,172.30.35.23,10.187.117.86,17378,22,UDP,DENY
442,2025-09-03 22:32:00,10.119.103.37,10.61.160.178,2109,22,UDP,DROP
443,2025-09-01 01:41:00,172.21.18.100,10.245.28.122,12179,443,UDP,DENY
444,2025-09-07 16:27:00,10.222.58.136,10.131.19.113,51253,80,TCP,DROP
445,2025-09-02 07:10:00,10.61.135.64,10.79.40.168,55049,8080,UDP,DROP
446,2025-09-07 05:27:00,10.19.191.235,172.22.50.41,41814,3389,TCP,ALLOW
447,2025-09-06 01:49:00,10.180.176.105,192.168.59.240,60235,3389,TCP,DROP
448,2025-09-07 22:33:00,10.192.42.205,10.107.99.158,8079,443,UDP,DROP
449,2025-09-05 11:47:00,192.168.234.80,10.173.131.39,49826,22,TCP,ALLOW
450,2025-09-01 19:29:00,10.229.179.118,192.168.132.36,62392,443,UDP,DENY
451,2025-09-01 04:26:00,10.34.146.87,192.168.221.153,10721,8080,UDP,DENY
452,2025-09-06 03:01:00,192.168.255.106,172.16.138.105,1989,80,TCP,DROP
453,2025-09-04 18:09:00,172.17.149.98,172.16.167.223,8505,8080,TCP,DROP
454,2025-09-06 17:20:00,192.168.250.78,192.168.103.245,7123,443,TCP,DENY
455,2025-09-01 00:16:00,10.120.127.71,10.62.17.28,49452,22,TCP,DROP
456,2025-09-02 02:04:00,192.168.223.149,10.75.173.53,38497,8080,TCP,ALLOW
457,2025-09-05 22:07:00,172.28.101.19,192.168.102.94,26366,3389,TCP,DENY
458,2025-09-02 06:19:00,192.168.61.11,192.168.67.132,20879,443,UDP,ALLOW
459,2025-09-03 10:26:00,192.168.209.68,192.168.78.186,35231,8080,UDP,DENY
460,2025-09-07 04:06:00,10.103.251.226,192.168.53.174,60742,443,TCP,ALLOW
461,2025-09-02 01:45:00,10.54.242.151,172.29.36.42,23296,80,UDP,DENY
462,2025-09-01 09:02:00,192.168.141.113,172.25.139.225,51094,22,TCP,DENY
463,2025-09-01 21:22:00,172.25.13.72,172.23.65.59,18728,3389,TCP,DROP
464,2025-09-05 03:56:00,172.21.187.243,10.150.61.38,44773,22,UDP,DROP
465,2025-09-05 07:30:00,172.27.93.141,192.168.16.1,24425,22,UDP,ALLOW
466,2025-09-02 18:07:00,10.104.190.158,192.168.185.47,53056,3389,UDP,ALLOW
467,2025-09-02 20:35:00,192.168.162.114,192.168.221.126,51098,3389,TCP,DENY
468,2025-09-01 09:15:00,172.24.64.114,10.174.147.114,14396,443,UDP,DENY
469,2025-09-03 06:31:00,10.197.118.124,172.26.205.99,19510,8080,UDP,DROP
470,2025-09-01 09:53:00,10.43.17.239,10.241.198.158,55735,80,UDP,DENY
471,2025-09-04 08:31:00,10.189.176.43,10.164.115.94,19603,80,TCP,ALLOW
472,2025-09-03 14:41:00,192.168.19.253,172.17.147.81,18290,80,TCP,DENY
473,2025-09-06 06:25:00,192.168.149.29,192.168.195.28,63459,443,TCP,DROP
474,2025-09-02 02:32:00,192.168.244.52,10.179.115.42,47474,80,UDP,DROP
475,2025-09-03 12:50:00,172.17.202.11,10.122.224.193,47477,8080,UDP,DROP
476,2025-09-07 19:43:00,10.229.9.254,192.168.30.205,34062,443,UDP,DROP
477,2025-09-05 14:23:00,172.26.188.138,192.168.14.186,37215,8080,TCP,ALLOW
478,2025-09-07 00:18:00,172.22.42.41,172.19.88.21,8030,443,UDP,DROP
479,2025-09-04 21:35:00,192.168.217.205,172.16.5.93,21029,3389,UDP,DROP
480,2025-09-03 20:00:00,10.215.232.73,172.25.105.227,30719,22,UDP,ALLOW
481,2025-09-03 09:08:00,172.26.66.52,10.58.254.112,62159,22,UDP,ALLOW
482,2025-09-06 11:07:00,192.168.113.40,172.25.236.239,21429,8080,UDP,DENY
483,2025-09-07 15:01:00,10.187.113.189,10.219.233.220,62800,22,UDP,DROP
484,2025-09-01 02:08:00,192.168.21.226,172.26.199.153,59938,3389,TCP,ALLOW
485,2025-09-06 09:46:00,172.28.224.59,192.168.205.214,42392,443,TCP,DROP
486,2025-09-02 05:05:00,172.31.52.196,10.145.156.197,25639,22,TCP,DROP
487,2025-09-01 12:30:00,10.51.143.94,172.20.130.150,42507,22,TCP,DENY
488,2025-09-07 08:44:00,172.24.51.176,172.16.102.89,23910,80,TCP,DENY
489,2025-09-07 13:17:00,10.167.240.180,10.212.32.60,40282,80,TCP,ALLOW
490,2025-09-05 04:28:00,192.168.215.185,192.168.106.163,44348,3389,TCP,ALLOW
491,2025-09-04 23:20:00,172.22.235.98,192.168.71.111,46827,22,UDP,DROP
492,2025-09-03 01:14:00,172.25.223.219,172.29.242.128,40580,8080,TCP,ALLOW
493,2025-09-03 15:28:00,10.160.200.74,192.168.206.133,54744,80,TCP,ALLOW
494,2025-09-07 06:05:00,10.13.249.44,172.31.253.47,34899,80,UDP,ALLOW
495,2025-09-04 09:16:00,10.48.252.157,192.168.214.228,22623,22,UDP,DENY
496,2025-09-03 21:51:00,172.31.166.213,192.168.88.75,33937,80,TCP,DROP
497,2025-09-06 06:51:00,10.62.114.69,192.168.7.122,7877,443,UDP,DENY
498,2025-09-05 19:46:00,10.89.206.231,10.180.125.17,33180,8080,TCP,ALLOW
499,2025-09-07 08:34:00,192.168.108.246,10.9.93.246,8573,22,TCP,DROP
500,2025-09-06 19:59:00,172.24.127.133,10.25.243.37,19327,22,UDP,DROP
501,2025-09-02 09:04:00,10.173.226.169,10.68.118.217,63192,443,UDP,DROP
502,2025-09-04 10:11:00,10.2.199.137,192.168.125.215,49216,443,UDP,DROP
503,2025-09-05 00:46:00,10.117.59.74,10.180.214.157,32694,80,UDP,ALLOW
504,2025-09-06 07:24:00,192.168.170.156,192.168.194.61,5236,80,TCP,DENY
505,2025-09-01 08:21:00,172.20.194.207,172.23.196.173,34305,8080,TCP,ALLOW
506,2025-09-03 07:53:00,172.17.125.131,10.31.133.191,5138,3389,TCP,DROP
507,2025-09-03 23:02:00,192.168.231.248,172.17.26.195,2282,3389,TCP,DROP
508,2025-09-04 04:48:00,192.168.168.112,192.168.33.32,49073,22,UDP,DROP
509,2025-09-04 12:46:00,10.216.150.143,10.172.123.105,4713,8080,TCP,DROP
510,2025-09-07 08:13:00,172.18.93.249,10.135.145.186,46423,22,TCP,ALLOW
511,2025-09-07 01:45:00,172.26.170.241,10.205.105.249,7983,8080,UDP,ALLOW
512,2025-09-03 10:22:00,10.81.74.60,10.167.239.28,16888,3389,UDP,DENY
513,2025-09-02 23:24:00,10.171.74.81,172.18.102.89,39892,22,TCP,ALLOW
514,2025-09-04 08:02:00,192.168.82.167,192.168.222.173,65438,80,UDP,DENY
515,2025-09-07 10:39:00,192.168.208.86,10.250.247.49,60005,3389,UDP,DROP
516,2025-09-06 04:17:00,192.168.121.33,172.17.78.231,29993,22,TCP,DENY
517,2025-09-07 03:55:00,192.168.80.79,192.168.43.212,15222,443,UDP,DROP
518,2025-09-06 14:33:00,10.12.55.254,10.199.19.204,1338,80,TCP,DENY
519,2025-09-05 18:04:00,192.168.254.87,192.168.10.193,55341,80,TCP,DROP
520,2025-09-03 01:31:00,192.168.18.52,10.56.78.54,42520,22,TCP,ALLOW
521,2025-09-01 19:04:00,192.168.0.26,192.168.231.239,28713,80,UDP,DENY
522,2025-09-07 14:50:00,172.19.236.180,192.168.185.146,18267,8080,TCP,DROP
523,2025-09-01 23:48:00,10.116.122.139,192.168.193.72,3831,443,TCP,DROP
524,2025-09-05 11:40:00,192.168.210.210,10.175.66.187,28044,22,TCP,ALLOW
525,2025-09-06 01:59:00,10.159.173.140,10.237.72.205,27544,3389,TCP,DROP
526,2025-09-07 19:04:00,10.28.108.41,172.22.120.123,24679,8080,UDP,ALLOW
527,2025-09-03 09:01:00,10.244.78.181,172.31.223.163,31708,22,UDP,DENY
528,2025-09-06 23:30:00,172.19.101.41,10.175.88.181,53710,3389,UDP,DROP
529,2025-09-01 15:22:00,10.161.207.25,172.18.255.14,60141,8080,TCP,DROP
530,2025-09-07 18:13:00,192.168.83.222,10.216.182.213,30308,80,UDP,DROP
531,2025-09-05 17:09:00,10.95.21.155,192.168.17.79,48993,80,TCP,ALLOW
532,2025-09-01 19:48:00,172.28.1.170,172.19.219.101,60347,443,UDP,DENY
533,2025-09-05 08:13:00,172.25.123.144,192.168.121.202,16131,443,UDP,DENY
534,2025-09-02 23:13:00,192.168.255.180,172.20.39.177,47232,8080,UDP,DENY
535,2025-09-07 06:53:00,192.168.74.71,192.168.63.143,49543,443,TCP,DROP
536,2025-09-07 09:54:00,192.168.249.92,192.168.82.193,39954,443,UDP,ALLOW
537,2025-09-03 02:10:00,192.168.139.130,192.168.75.126,23247,3389,TCP,DROP
538,2025-09-07 14:59:00,10.149.216.167,172.31.120.226,29932,443,UDP,DENY
539,2025-09-03 07:56:00,10.178.157.248,192.168.215.187,31758,8080,UDP,ALLOW
540,2025-09-04 08:46:00,10.18.72.50,172.17.26.60,60410,80,TCP,DROP
541,2025-09-06 21:04:00,10.113.129.90,10.45.206.181,18416,80,TCP,DENY
542,2025-09-03 03:01:00,192.168.232.76,10.218.134.125,48431,22,TCP,DROP
543,2025-09-04 12:27:00,10.116.176.138,172.31.198.129,15787,22,UDP,DENY
544,2025-09-06 16:40:00,10.24.40.142,192.168.219.173,42520,443,TCP,DENY
545,2025-09-05 11:25:00,192.168.171.213,10.217.138.19,56563,8080,TCP,ALLOW
546,2025-09-05 16:29:00,10.196.50.194,172.25.253.59,7934,22,UDP,DENY
547,2025-09-04 23:01:00,10.83.237.108,10.193.123.28,25734,3389,UDP,ALLOW
548,2025-09-07 11:57:00,10.74.185.202,10.72.116.210,48939,80,UDP,DENY
549,2025-09-05 20:48:00,172.28.108.67,172.22.192.206,54978,80,TCP,ALLOW
550,2025-09-05 16:02:00,10.36.166.18,172.26.161.249,39112,443,UDP,DENY
551,2025-09-05 10:18:00,192.168.165.120,10.114.191.97,52520,80,TCP,ALLOW
552,2025-09-01 07:15:00,192.168.81.197,10.123.157.53,27303,443,UDP,DROP
553,2025-09-04 17:08:00,192.168.25.115,10.221.27.212,17995,3389,UDP,DROP
554,2025-09-03 21:08:00,192.168.181.74,10.64.173.202,3018,8080,TCP,DENY
555,2025-09-03 02:34:00,10.49.53.158,172.24.241.154,15875,443,UDP,DROP
556,2025-09-03 17:08:00,192.168.140.38,172.24.215.7,19496,80,UDP,ALLOW
557,2025-09-02 03:54:00,10.147.195.240,10.12.161.11,52292,8080,TCP,ALLOW
558,2025-09-05 00:28:00,192.168.209.27,10.208.25.181,64997,80,UDP,ALLOW
559,2025-09-03 04:59:00,172.31.126.75,192.168.166.174,22369,3389,UDP,DENY
560,2025-09-02 06:42:00,192.168.118.206,172.31.21.194,35550,8080,UDP,DENY
561,2025-09-01 03:03:00,172.16.253.7,192.168.250.7,15666,443,UDP,DENY
562,2025-09-07 05:13:00,192.168.137.10,172.17.103.105,8232,443,TCP,ALLOW
563,2025-09-04 03:36:00,10.200.13.110,10.137.110.154,7431,22,UDP,ALLOW
564,2025-09-01 03:17:00,192.168.13.129,192.168.199.164,58123,8080,TCP,DENY
565,2025-09-02 06:05:00,172.16.138.81,192.168.59.92,22321,443,UDP,DENY
566,2025-09-02 10:47:00,172.25.193.120,10.214.183.112,38292,80,TCP,ALLOW
567,2025-09-05 19:40:00,192.168.52.172,192.168.4.189,39685,8080,TCP,DROP
568,2025-09-07 14:33:00,10.13.187.126,172.17.130.227,7868,443,UDP,DROP
569,2025-09-01 23:30:00,192.168.189.3,172.28.158.143,11626,443,UDP,ALLOW
570,2025-09-04 03:36:00,192.168.214.28,10.104.110.243,63175,22,TCP,ALLOW
571,2025-09-05 00:54:00,10.228.231.230,10.227.242.138,56598,80,TCP,DROP
572,2025-09-02 09:24:00,172.22.64.48,10.231.203.127,31037,443,TCP,DROP
573,2025-09-06 17:38:00,172.17.38.46,192.168.52.224,63578,8080,UDP,DENY
574,2025-09-02 20:33:00,10.247.109.248,10.180.163.52,63973,8080,TCP,DENY
575,2025-09-06 05:26:00,192.168.225.101,192.168.66.186,40074,8080,TCP,DENY
576,2025-09-07 14:19:00,172.30.51.37,192.168.102.72,32669,443,TCP,ALLOW
577,2025-09-03 12:40:00,10.233.157.235,192.168.124.227,58913,22,UDP,DROP
578,2025-09-05 07:39:00,10.57.120.125,192.168.60.233,58428,443,UDP,DENY
579,2025-09-01 14:35:00,10.3.47.43,192.168.225.142,41991,443,UDP,DROP
580,2025-09-07 17:29:00,172.24.149.6,192.168.98.55,50961,443,TCP,DROP
581,2025-09-04 01:03:00,192.168.118.125,10.47.66.145,37352,8080,UDP,DENY
582,2025-09-01 03:42:00,172.20.44.56,172.26.19.59,20472,8080,TCP,ALLOW
583,2025-09-04 23:51:00,10.142.122.35,192.168.2.180,5532,80,TCP,DENY
584,2025-09-07 16:42:00,10.29.159.104,172.22.71.231,30677,80,UDP,DROP
585,2025-09-07 03:28:00,10.218.79.90,10.71.108.191,38141,443,TCP,DROP
586,2025-09-06 07:42:00,10.111.218.166,172.16.90.164,16281,80,TCP,DROP
587,2025-09-02 01:18:00,10.176.86.140,10.88.163.151,38875,80,UDP,DENY
588,2025-09-03 23:39:00,192.168.30.90,192.168.195.102,41618,3389,TCP,ALLOW
589,2025-09-03 23:25:00,172.21.133.14,192.168.138.25,30650,3389,UDP,ALLOW
590,2025-09-02 18:55:00,10.124.24.18,10.108.74.186,29741,8080,UDP,DENY
591,2025-09-06 09:05:00,10.149.35.204,172.23.216.25,34508,3389,TCP,DENY
592,2025-09-04 11:51:00,172.16.120.52,192.168.136.23,18762,443,UDP,DROP
593,2025-09-01 08:26:00,192.168.6.92,172.30.135.188,16952,22,UDP,DROP
594,2025-09-05 17:55:00,172.23.148.152,10.160.243.124,33284,443,UDP,ALLOW
595,2025-09-03 04:59:00,192.168.70.47,10.218.183.124,8853,443,TCP,DROP
596,2025-09-04 10:15:00,172.29.4.135,10.18.121.153,3865,443,TCP,DENY
597,2025-09-07 16:35:00,192.168.132.61,192.168.126.123,38888,443,UDP,DROP
598,2025-09-03 09:41:00,10.170.246.97,192.168.220.49,33867,3389,TCP,DENY
599,2025-09-03 10:46:00,172.24.96.217,10.196.162.249,42154,443,TCP,DENY
600,2025-09-06 15:06:00,172.19.131.47,10.189.217.66,64105,80,TCP,DROP
601,2025-09-05 01:41:00,192.168.127.84,172.30.77.36,61187,8080,TCP,DROP
602,2025-09-03 23:24:00,192.168.206.179,192.168.24.206,54758,8080,TCP,ALLOW
603,2025-09-02 18:02:00,172.22.130.246,172.31.44.42,14224,443,UDP,ALLOW
604,2025-09-03 07:55:00,172.18.97.13,172.26.66.214,25211,80,UDP,ALLOW
605,2025-09-02 14:48:00,10.216.124.194,172.17.13.53,51183,8080,TCP,DENY
606,2025-09-03 12:25:00,172.27.222.166,172.16.222.156,55480,3389,UDP,ALLOW
607,2025-09-01 18:28:00,172.19.85.227,192.168.35.153,13708,443,TCP,ALLOW
608,2025-09-02 17:05:00,10.174.108.95,172.16.101.223,54845,3389,UDP,DROP
609,2025-09-06 16:12:00,172.30.30.199,192.168.42.172,30260,443,TCP,ALLOW
610,2025-09-05 00:58:00,172.28.7.199,192.168.131.237,34751,22,UDP,DENY
611,2025-09-03 13:26:00,192.168.147.113,172.21.136.38,38417,3389,TCP,DROP
612,2025-09-05 12:09:00,172.19.158.255,192.168.28.211,52446,443,TCP,DROP
613,2025-09-03 15:07:00,192.168.70.117,10.102.79.147,28330,80,TCP,ALLOW
614,2025-09-02 06:23:00,10.55.69.9,172.22.109.6,37255,8080,UDP,DROP
615,2025-09-03 15:50:00,172.23.20.224,10.118.246.88,42470,3389,UDP,DENY
616,2025-09-02 09:57:00,10.120.22.229,10.61.49.35,30939,80,UDP,DROP
617,2025-09-05 10:55:00,192.168.184.251,10.90.192.96,57049,8080,TCP,DROP
618,2025-09-04 09:30:00,10.239.140.152,10.141.188.120,51857,22,UDP,DENY
